編號,公司名稱,公司位置,產業類別
67042209,基泰汽車,,汽機車及相關用品零售
50832350,臺北市私立欣光幼兒園,台北市士林區福港街259巷4號,學前教育事業
73533108,廷暉土木結構技師事務所,台北市中正區和平西路一段15號4樓,土木工程
73212501,I’m PASTA,台北市中正區八德路一段82巷9弄7號,餐廳╱餐館
69384717,景象建築師事務所,台北市中山區農安街271巷5號7樓,建築設計
72428958,財團法人社會企業公約基金會,"[內湖科技園區]                                                            
                                                        台北市內湖區瑞光路76巷30號6樓",協會╱基金會
69438590,仁嘉行銷有限公司,,其他投資理財相關
100698,盤谷室內裝修設計有限公司,台北市大安區和平東路三段63號9樓之6,室內設計
72563118,禾馨醫療,台北市中正區重慶南路一段66之1號4樓,工商顧問服務
73456141,Mr. Light 輕食先生_輕食先生小吃商店,台北市文山區新光路一段50號,餐廳╱餐館
73074049,(統一超商喜悅門市)虹睆企業社,台北市大安區復興南路二段82之1號,量販流通相關
50516388,大岸室內裝修工程有限公司,台北市中山區新生北路二段123巷8號1樓,室內設計
48540479,台灣西鐵國際物流股份有限公司,,儲配╱運輸物流
75136621,泛太平洋基因工程股份有限公司,台北市大安區仁愛路四段107號7樓,其他醫療保健相關
54762168,緯富科技工業股份有限公司,"[內湖科技園區]                                                            
                                                        台北市內湖區內湖路一段360巷15號7樓",塑膠製品製造
73450847,瀚詮企業有限公司,台北市文山區忠順街一段10巷18號,建物裝修╱裝潢
73472548,翠鈿苑企業社,台北市內湖區民權東路六段208號2樓,餐廳╱餐館
69613088,創意思維設計有限公司,台北市大安區通化街162巷5號1樓,會議展覽服務
9632250,GEM,台北市中山區民權東路一段36號1樓,服飾品製造
70671909,快佳欣有限公司,"[內湖科技園區]                                                            
                                                        台北市內湖區潭美街347號",洗衣服務
9771792,廣積科技股份有限公司,"[南港軟體科學園區]                                                            
                                                        台北市南港區園區街3之1號11樓",自動控制相關
9703968,徐裕健建築師事務所,台北市大安區基隆路二段190號3樓之1,建築設計
1882247,寶佳建設股份有限公司,台北市內湖區行善路461號,土木工程
50485359,紹善股份有限公司,台北市中正區林森南路10號5樓,醫療器材零售業
1097129,藝丞設計有限公司,台北市松山區南京東路五段89號8樓,建物裝修╱裝潢
72564169,香港商超凡有限公司,台北市松山區民權東路三段142號11樓之1,數位內容相關
49788260,大塊牛排專賣店,台北市士林區文林路341號,餐廳╱餐館
70471408,晶銀飾品,台北市大同區鄭州路29巷16號,首飾╱貴金屬批發
73190037,文湖21雞湯麵,"[內湖科技園區]                                                            
                                                        台北市內湖區麗山街68巷5號",餐廳╱餐館
70444988,蓮邦禮儀有限公司,台北市北投區致遠一路二段28號1樓,殯葬服務
9991909,優德會計師事務所,台北市松山區光復北路100巷21號,會計服務
10343622,明榮駿汽車股份有限公司,台北市內湖區安康路238號,汽機車及相關用品零售
408547,健格科技股份有限公司,"[內湖科技園區]                                                            
                                                        台北市內湖區民權東路六段21巷35號1樓",電腦系統整合服務相關
9590529,萬寶華企業管理顧問股份有限公司,台北市大安區敦化南路二段105號13樓,人力派遣╱人力供應
71722627,作良時有限公司,台北市松山區民生東路五段36巷8弄46號,其他餐飲相關
9991091,日商倍樂生股份有限公司台北分公司(巧連智月刊),台北市中正區館前路49號10樓,學前教育事業
72523597,佳銘節能股份有限公司,台北市中山區民族東路16號6樓,綜合商品批發代理
73533197,壹拾捌甜點室,台北市信義區松仁路228巷7弄8號,麵包店╱點心烘焙店
73505011,瑋美電子有限公司,台北市士林區文林路661巷39弄13號,電子通訊╱電腦週邊零售業
71699727,火鍋哥涮涮屋_東昇小吃店,台北市文山區羅斯福路五段218巷1號,餐廳╱餐館
2806487,Starbucks _悠旅生活事業股份有限公司,台北市信義區基隆路一段200號5樓,飲料店
73090500,光點藥局,,藥局
73545341,火鍋106-粵式豬肚煲鍋,台北市中山區長春路218號,餐廳╱餐館
52003348,太谷環境設計股份有限公司,台北市松山區民生東路五段69巷2弄35號,建築╱工程技術服務
71698788,慧智科技股份有限公司,台北市松山區基隆路一段8號7樓,電腦軟體相關
68639077,香港商寶龍國際物流有限公司台灣分公司,台北市松山區南京東路五段188號9樓之10,貨運承攬
73193789,(CoCo都可)億巨國際股份有限公司,台北市士林區後港街116號3樓,飲料店
73543888,益欣建設股份有限公司,台北市內湖區行善路453號6樓,建築工程
51858981,統一超商洲美加盟店，統一超商太學加盟店,台北市士林區延平北路六段505號,百貨相關
1900799,巨丞消防工程有限公司,,空調╱水機電工程
72030,松華實業股份有限公司,台北市中山區松江路82號12樓,金屬家具╱家飾╱裝設品製造╱加工
68857090,全鼎資訊股份有限公司,台北市中正區青島東路5號5樓-5,電腦軟體相關
73156901,立人醫事檢驗所.,台北市松山區敦化北路153之2號2樓,診所
73567687,翰良有限公司,台北市信義區虎林街132巷40號4樓,建築工程
73543110,茨木屋咖哩,台北市松山區八德路四段801號1樓,餐廳╱餐館
69593859,古奧有限公司,,鐘錶╱眼鏡零售業
73131889,中央大貝山礦泉水有限公司,台北市信義區松仁路105號11樓,食品製造╱加工
48513400,遠揚營造工程股份有限公司,台北市大安區敦化南路二段267號5樓,土木工程
2802741,聯大保全股份有限公司,台北市中山區建國北路二段135號10樓,保全樓管相關
70672380,茲膳有限公司,,其他餐飲相關
69397077,德國BECKERMANN百年品牌廚具德國MIELE廚房家電德國GAGGENAU廚房家電廚房用品,台北市內湖區行善路448號1樓,建材╱傢俱零售業
73569037,臺北市私立安和寶貝幼兒園,台北市大安區安和路一段78巷1號1樓,學前教育事業
50488048,亞盧義大利窯烤 _梅石小吃店,台北市大安區基隆路二段270號2樓,餐廳╱餐館
69437030,順豐當舖,台北市南港區南港路一段168號,百貨相關
50815507,弘鄴科技有限公司,台北市內湖區瑞湖街101號7樓,國際貿易
72424280,華王貿易有限公司,,國際貿易
72458510,臺北市私立咩咩羊托嬰中心,台北市松山區八德路四段36巷46號,學前教育事業
69427447,六堆伙房股份有限公司,台北市中山區中山北路二段2號B1,餐廳╱餐館
73540320,那位媽媽nowwaymama,台北市大安區光復南路72巷73號2樓,綜合商品批發代理
9636648,康柏科技股份有限公司,台北市南港區南港路三段48號6樓,百貨相關
69414241,財團法人台灣關愛基金會,,社會福利機構
71702788,貝克利烘焙屋,台北市信義區忠孝東路五段510號13樓,食品製造╱加工
67985248,金泰食品有限公司,台北市內湖區舊宗路二段121巷34號,餐廳╱餐館
51541789,思瑪特股份有限公司,台北市中山區新生北路三段82巷18號B1,環境衛生╱污染防治相關
72558509,建發海產股份有限公司,,農╱畜╱水產品批發
130420,台灣經濟新報文化事業股份有限公司,台北市信義區東興路57號11樓,工商顧問服務
35866578,中國青年救國團,,職業團體
68790218,臺北榮總-遺傳諮詢中心,台北市北投區石牌路二段201號(醫學科技大樓)8樓8055室,醫院
48930637,華夏國際股份有限公司,台北市中山區建國北路一段90號2樓,儲配╱運輸物流
2133718,明台產物保險股份有限公司,台北市大安區仁愛路四段1號,產物保險
73511060,荷風日立 雜貨文具 誠品南西,台北市中山區南京西路14號4樓,百貨相關
52000231,茂詮餐飲設備有限公司,台北市大安區復興南路二段285號8樓,建物裝修╱裝潢
73543748,神樂屋 酒•和食 神樂小吃店,台北市大安區四維路166號,餐廳╱餐館
51470578,台灣大哥大加盟特約中心,台北市大安區和平東路三段121號7樓D室,電信相關
72555509,統一超商科建加盟店(建二有限公司),台北市大安區建國南路一段28~30號,百貨相關
70446969,美食屋早餐店_台灣味食品行,台北市士林區美崙街2之1號,早餐店
54937607,弘緯汽車有限公司,台北市內湖區舊宗路二段121巷32號,汽車╱零件製造
51395467,福興實業股份有限公司,台北市中正區延平南路74號,化學原料製造
50645208,仁澤牙醫診所,台北市內湖區金湖路403之1號1樓(近捷運葫洲站),診所
10390408,台北國際飯店(雙園建設股份有限公司),台北市中山區南京東路一段66號,飯店╱旅館
72192378,錨起來喝,台北市中山區雙城街17巷2號,其他餐飲相關
73130890,黑森科技有限公司,台北市中山區民生東路二段143號11樓,投資理財
67810430,(揚昇集團)永旭都市更新股份有限公司,台北市中山區南京東路二段101號5樓,不動產經營╱開發
73493291,益騏建設股份有限公司(寶佳機構),台北市內湖區行善路459號5樓,建築工程
51301977,台安工程技術顧問股份有限公司,台北市內湖區瑞光路513巷26號5樓之2,土木工程
71716221,泉益商行,台北市中正區廣州街10之2號,量販流通相關
35870200,喜美實業有限公司,台北市松山區南京東路六段268號1樓,餐廳╱餐館
50929018,映像有限公司,台北市大同區環河北路二段115號5樓,電腦系統整合服務相關
69415548,大立欣業工程有限公司,台北市松山區民族東路680號1樓,土木工程
9996851,優易資訊股份有限公司,台北市中山區南京東路三段65號7樓,電腦軟體相關
73568739,誼光國際公寓大廈管理維護股份有限公司,台北市南港區三重路19之6號1樓,保全樓管相關
73556758,徙巷商行 ,台北市文山區木柵里木柵路3段49巷12號,餐廳╱餐館
67811130,新晨旅行社有限公司,台北市中山區南京東路二段100號9樓之1,旅遊服務
73213948,倍特網路科技有限公司,台北市內湖區行善路48巷18號5樓之3,電腦軟體相關
72184380,佳德內科診所_洗腎中心,台北市萬華區西園路一段200號2樓,診所
69426858,聯碩地產行銷,台北市信義區松德路171號3樓之5,不動產經營╱開發
73557928,社團法人台北市幼兒園協會,台北市內湖區康樂街131號,學前教育事業
68638169,岱瑪金誠國際事業股份有限公司,台北市大安區敦化南路二段28號2樓,廣告行銷公關
73469149,台灣維特網路股份有限公司,台北市中正區博愛路25號8樓之9,通訊機械器材相關
71680530,統一超商泰利加盟店(大群企業社),台北市大安區仁愛四段266巷15弄22號1樓,其他零售業
71172228,亞旭生物科技股份有限公司,台北市士林區文林路661巷1號1樓,貿易代理商
54782191,松宏車業有限公司(YAMAHA頂級服務廣場),台北市信義區永吉路56號,汽機車維修
48541851,挺立有限公司,台北市松山區新東街3巷18號1樓,室內設計
2003019,曹忠明會計師事務所,台北市大安區忠孝東路三段217巷6弄16號,會計服務
52170909,車得適汽車維修保養連鎖_承創事業有限公司,,汽機車及相關用品零售
69621607,成財水果攤,台北市大安區臨江街39號,農╱畜╱水產品零售
73503090,溢香園餐廳國際有限公司,台北市士林區天母東路41號,餐廳╱餐館
9782677,中盈企業股份有限公司,台北市南港區松河街630號(重陽路383巷5號),其他金屬相關製造
71635470,三裕鋼鐵企業有限公司,台北市北投區立德路120巷33號1樓,鋼鐵工業
73152351,威霆實業有限公司,台北市萬華區和平西路三段302巷3弄22號,電力機械器材製造修配
69596878,院子餐飲有限公司,台北市信義區基隆路一段163之1號1樓,餐廳╱餐館
69648680,匯亨國際餐飲事業有限公司,台北市內湖區康寧路一段273號,餐廳╱餐館
75125119,澳商酷管家國際有限公司,台北市中正區愛國東路26號6樓,室內設計
36202170,靖天傳播國際事業股份有限公司,"[南港軟體科學園區]                                                            
                                                        台北市南港區三重路19之3號11樓",廣告行銷公關
435082,崇友實業股份有限公司,台北市中山區南京東路二段88號13樓,專用生產機械製造修配
51385008,REMIX,台北市中山區南京西路12巷9號B1,美容╱美體相關
50751917,林金鳳事務所,台北市萬華區長沙街二段73號3樓之2,會計服務
50016418,吳岳國文文理短期補習班,台北市中正區忠孝西路一段100號6樓,補習班
71630201,Live互動美語聯合徵才,台北市松山區南京東路五段108號6樓,補習班
67211589,加貝國際設計有限公司,台北市中山區遼寧街199巷7號,會議展覽服務
73532460,ZERO重機,台北市士林區重慶北路四段165之1號1樓,汽機車及相關用品批發
50957610,茂翔營造有限公司,台北市大安區忠孝東路三段212號2樓,土木工程
69494791,育田國際企業股份有限公司,台北市文山區羅斯福路五段180號2樓,電力機械器材製造修配
51687258,誠佑鋼鋁有限公司,台北市北投區懷德街22號1樓,其他相關製造
75129027,野食Yes Bento,台北市信義區嘉興街179-24號1樓,餐廳╱餐館
9905338,郭秋利建築師事務所,"[內湖科技園區]                                                            
                                                        台北市內湖區瑞光路258巷33號9樓(港墘站2號出口；步行5~7分鐘)",建築╱工程技術服務
9530238,iMap,台北市信義區基隆路一段400號11樓之1,網路相關
52001427,英皇牙醫診所,台北市中山區民權東路一段24號,診所
50650897,帝國通訊有限公司(SONY專賣店、Samsung專賣店、IPHONE專賣店),台北市萬華區西寧南路36號1樓之102室,電信相關
73526871,福田園教育休閒農場,台北市士林區菁山路131巷18號,休閒服務
50741978,台北市私立精頭腦文理短期補習班,台北市大安區潮州街150號1樓,補習班
68002171,台北市私立翰賢文理技藝短期補習班,台北市中山區明水路397巷19弄24號,補習班
60103109,向日葵服務整合行銷有限公司,台北市中山區松江路65號6樓,家事／清潔服務
71719698,聯豪汽車修理行,台北市文山區木新路二段114號,汽機車維修
50037691,JIUTUOH,台北市大安區文昌街220號,室內設計
69272562,統一百華股份有限公司_統一時代百貨,台北市信義區忠孝東路五段8號,百貨相關
9781561,彰化商業銀行股份有限公司,,銀行
50818858,信冠實業股份有限公司(總公司),台北市松山區民權東路三段191巷87號1樓,百貨相關
51732911,吉泰企業股份有限公司,台北市南港區三重路95號1樓,土木工程
50743892,新東陽營造股份有限公司,台北市大安區忠孝東路四段289號9樓,土木工程
1286117,木豐建材股份有限公司,台北市中正區金山南路一段75號,貿易代理商
72432408,陳耀訓·麵包埠YOSHI BAKERY,台北市松山區民權東路三段160巷19弄36號,麵包店╱點心烘焙店
36070440,康泰保全股份有限公司,台北市中山區長安東路一段23號7樓之4,保全樓管相關
56811,菩呈股份有限公司,台北市大同區延平北路二段82號3樓,空調╱水機電工程
50958579,捷印網企業股份有限公司,台北市信義區基隆路一段68號,印刷
51582077,裏山,台北市士林區平菁街43巷43弄5-1號,農藝╱園藝相關
73090661,展蕊農產有限公司,台北市萬華區西園路二段263號1樓,農╱畜╱水產品批發
68990398,U2電影館.,台北市萬華區成都路68號2樓,電影映演
36056907,魔髮部屋-沃生國際企業有限公司,台北市松山區南京東路四段180號11樓,美髮相關
302400,臺北農產運銷股份有限公司,,儲配╱運輸物流
51876647,東光鋼鐵機械股份有限公司,台北市中山區錦州街27號,其他金屬相關製造
943650,全昇文理短期補習班,台北市內湖區星雲街31號,補習班
73178687,國立台灣大學中國信託慈善基金會兒少暨家庭研究中心,台北市大安區羅斯福路四段1號(社會社工系館421C室),社會╱人文科學研發
51823501,富台貿易股份有限公司,台北市內湖區新湖二路146巷33號2樓,國際貿易
71055238,威摩科技股份有限公司,台北市松山區南京東路三段303巷3弄8之1號2樓,其他網路╱軟體相關
73489401,樂子國際股份有限公司,台北市信義區信義路四段391號4樓之2,餐廳╱餐館
69649458,依蘭雅閑有限公司,台北市大安區忠孝東路四段210之1號4樓,美容╱美體相關
69600057,海納福企業股份有限公司,"[內湖科技園區]                                                            
                                                        台北市內湖區港墘路221巷19號4樓",電腦軟體相關
73218208,英屬維京群島商杰恒國際有限公司台灣分公司,台北市信義區松仁路89號6樓A室,工商顧問服務
435621,聯合專利商標事務所,台北市松山區南京東路三段346號11樓12室,法律服務
73469337,永安福華產後護理之家,台北市內湖區民權東路六段180巷6號3樓,護理之家／安養中心／長照
8555162,祜益建設股份有限公司,台北市大安區復興南路一段390號8樓之3,建築工程
71696930,泰倉國際有限公司(葉公館),台北市大安區安和路二段118號,餐廳╱餐館
50017717,好好小客車租賃有限公司,台北市大同區承德路二段124號1樓,運輸工具設備租賃／維修
69016827,福記餅店,台北市中正區忠孝東路二段3號,食品製造╱加工
67786121,有富國際實業股份有限公司,台北市中正區羅斯福路一段7號11樓,土木工程
50500071,風華聯合診所,台北市中正區忠孝西路一段6號2、3樓,診所
67003398,夏都工程有限公司,台北市北投區石牌路一段39巷80弄55號,建物裝修╱裝潢
72190390,好日子診所,台北市中山區中山北路二段183巷3之3號,診所
68967180,景立科技有限公司,台北市中山區建國北路二段33號15樓,電腦軟體相關
73539517,傑順水電工程行,,空調╱水機電工程
68858028,私立景文高中,台北市文山區木新里保儀路127號,其他教育服務業
34482759,聯亞會計事務所,台北市信義區信義路五段5號2C13,會計服務
9446941,臺北市私立松園老人長期照顧中心,台北市士林區德行東路61巷1號1樓,護理之家／安養中心／長照
67032950,春山茶水_烏鐵茶水鋪,台北市大安區復興南路二段323號,飲料店
73469008,卉堂有限公司,台北市信義區永吉路30巷28弄8號,餐廳╱餐館
71055759,耀鑫有限公司,台北市中山區濱江街320號,汽機車及相關用品批發
36058677,天霖企業股份有限公司,"[內湖科技園區]                                                            
                                                        台北市內湖區基湖路10巷50號5樓",電腦╱週邊設備製造
69417139,力霸國際運通有限公司,台北市中山區南京東路三段91號6樓之5,儲配╱運輸物流
54510630,國立臺灣大學,台北市大安區羅斯福路四段1號,大專校院教育事業
50950851,新潤建設股份有限公司,台北市中山區松江路66號11樓,不動產經營╱開發
50488961,Kid`s魔髮屋,台北市中山區敬業三路22號4樓(美麗華百樂園4樓),美髮相關
71054510,S HOTEL_合尊酒店股份有限公司,台北市松山區敦化北路150號,飯店╱旅館
72466821,優賃家股份有限公司,台北市中山區松江路25巷5之1號,物品租賃╱維修
51556680,匯格股份有限公司,台北市內湖區堤頂大道一段327號7樓,綜合商品批發代理
69358350,JB'S DINER_茱蒂鳥有限公司,台北市士林區天玉街38巷16弄2號1樓,餐廳╱餐館
68793080,宏華食品有限公司,台北市萬華區成都路47號1樓,麵包店╱點心烘焙店
71702081,同鑫廣告事業有限公司,台北市信義區松信路17號,專門設計相關
72472658,易門實業有限公司,,家庭電器╱設備用品零售
72572049,益和資訊股份有限公司,台北市中正區衡陽路51號6樓之2,電子通訊╱電腦週邊批發
73136959,赫姆斯策略行銷有限公司,台北市中山區民權東路一段45號7樓,廣告行銷公關
73205530,春月日式食堂,台北市南港區南港路一段143號,餐廳╱餐館
73188380,朝陽實業社,台北市中正區忠孝西路一段72號8樓之11,工商顧問服務
72466227,社團法人中華無盡燈文化學會,台北市中正區寧波西街70號,其他教育服務業
68949188,微媞生技股份有限公司,台北市大安區忠孝東路四段250號3樓之4,美容╱美體相關
69586211,傑客室內設計有限公司,台北市中正區詔安街188號1樓,室內設計
69418529,豪香熱炒,台北市大安區通安里通安街63號1樓,餐廳╱餐館
51708261,華慶牙醫診所,台北市中正區中華路二段339號1樓,診所
68651118,美吉寶早餐店,台北市松山區八德路二段437巷7弄10號1樓,餐廳╱餐館
73568307,一七美生活診所,台北市士林區中山北路六段17號,診所
299961,均岱有限公司,"[內湖科技園區]                                                            
                                                        台北市內湖區瑞光路2號4樓-1",百貨相關
69618458,九九沒有創意有限公司,,文教╱育樂用品零售
416030,潤弘精密工程事業股份有限公司,台北市中山區八德路二段308號10樓,建築工程
51302481,路比國際移民顧問有限公司,台北市大安區仁愛路四段308號1樓,工商顧問服務
73205880,彼得好咖啡南門店,台北市中正區羅斯福路一段24號1至2樓,飲料店
71712228,新加坡商德安中華有限公司台灣分公司(內部徵才),台北市中正區青島東路5號7樓,郵政╱快遞服務
73481061,祭祀公業法人台北市林成祖.林秀俊.林春記.林三合.林海籌,台北市內湖區舊宗路二段97號4樓,其他組織
182,巨匠教育集團(巨匠電腦/巨匠美語/巨匠東大日語)股份有限公司,台北市中正區公園路30號6樓,補習班
73444327,兆羽川商行,台北市大同區民生西路136號1樓,餐廳╱餐館
1946668,(Jolly Brewery + Restaurant)利誠餐飲有限公司,台北市內湖區民權東路六段469號,餐廳╱餐館
73450188,益昌實業有限公司,台北市大同區西寧北路104號,食品什貨批發
73568729,有巢氏房屋 天母忠誠加盟店 **士林北投創始店**,台北市士林區忠誠路一段108號1樓,其他不動產相關
330259,台灣千旺股份有限公司,台北市中正區北平東路30號11樓之3,國際貿易
71637280,耀元藥局,台北市內湖區康樂街150號1樓,藥局
69430000,勵欣國際清潔有限公司,台北市中山區雙城街19巷12號4樓之1,環境衛生╱污染防治相關
71698887,鑫鋐電子有限公司,台北市內湖區民權東路六段60號2樓,電子通訊╱電腦週邊批發
505387,伊莉特生物科技股份有限公司,"[南港軟體科學園區]                                                            
                                                        台北市南港區三重路19之13號E棟4樓453室",美容╱美體相關
73494037,韓江烤肉市民總店,台北市大安區市民大道段四段104號1樓,餐廳╱餐館
73444980,六韜餐飲科技有限公司,台北市大安區忠孝東路四段221號12樓,餐廳╱餐館
69622160,協弈法律事務所,台北市大安區復興南路一段243號12樓,法律服務
50756431,吳氏日文企業管理顧問股份有限公司,台北市大同區承德路一段32號3樓之3,補習班
73136808,匯誠國際支付股份有限公司,台北市中山區植福路308號3樓之2(大直CBD時代廣場),其他金融╱輔助
72460001,詩威特國際美容機構  長安東店,台北市中山區長安東路二段222號1樓,美容╱美體相關
1755338,千海企業有限公司,台北市大安區忠孝東路四段293號12樓,國際貿易
73527751,漫城實業股份有限公司,台北市中山區中山北路二段36巷33號1樓,鞋類╱布類╱服飾品零售
73165718,太平洋房屋西門加盟店_興盛資產管理有限公司,台北市萬華區成都路67號6樓之2,不動產經營╱開發
1275041,宇璟設計有限公司,台北市松山區民生東路四段54號6樓600室,紡織成衣
71697668,長歌藝術傳播有限公司,,書籍出版
68778869,衛斯理翻譯事業有限公司,台北市大安區樂利路31號5樓,工商顧問服務
1880090,東慧國際諮詢顧問股份有限公司,台北市中山區松江路125號6樓,人力派遣╱人力供應
72189408,宏泰聯合有限公司 / 懂吃Studio 餐飲連鎖集團,台北市士林區福華路162巷5號1樓,餐廳╱餐館
9995387,寶廚股份有限公司,台北市中山區龍江路69號1樓,貿易代理商
73556898,誌滿興業有限公司,,食品製造╱加工
50656208,金日交通有限公司,台北市中正區臨沂街71巷11號1樓,儲配╱運輸物流
2131088,世豪小客車租賃有限公司,"[內湖科技園區]                                                            
                                                        台北市內湖區新湖一路305號5樓B室",汽車客運
9997838,得恩堂眼鏡股份有限公司,台北市中正區羅斯福路一段125號2樓(近婦幼醫院),鐘錶╱眼鏡批發
2787737,ABV 物業管理_安橋保全股份有限公司,台北市松山區八德路三段20號10樓之2,保全樓管相關
51470488,元益汽車音響有限公司,台北市中山區市民大道三段125號,汽車╱零件製造
71717850,艾米莎國際股份有限公司,台北市內湖區基湖路10巷48號6樓,鞋類╱布類╱服飾品批發
73076340,Livia Bride 莉維亞歐美頂級手工婚紗,台北市信義區松山路470號2喽,婚紗服務
48327451,欣來報關有限公司,台北市中山區松江路301號11樓之1,國際貿易
291669,台灣壹番屋股份有限公司 (CoCo壱番屋),台北市松山區南京東路三段287號12樓,餐廳╱餐館
71695940,MOE燃-炭火燒肉,台北市大安區敦化南路一段270巷25號1樓,餐廳╱餐館
73567448,李斯緯建築師事務所,台北市中山區長春路348之4號7樓,建築設計
72570481,輕埕聯合建築師事務所,台北市中正區仁愛路二段27號7樓之1,建築工程
73188938,好食多精緻涮涮鍋,台北市中山區雙城街19巷5號1樓,餐廳╱餐館
67811560,台北市私立彼德旺文理短期補習班,台北市大安區敦化南路一段362號4樓之1,補習班
71710740,宇喬創意廣告設計有限公司,台北市中山區民生東路二段147巷11弄3號1樓,廣告行銷公關
73473900,Unicorn technology llc,台北市中正區忠孝西路一段80號20樓,工商顧問服務
71696588,首侖創意有限公司,台北市大同區迪化街一段329號,餐廳╱餐館
69591100,仁瀚骨科診所,台北市信義區信安街151號1樓(近六張犁捷運站),診所
69441178,艾特文旅股份有限公司,台北市萬華區武昌街二段124之2號4樓,飯店╱旅館
51801821,豐群鋁業股份有限公司,台北市北投區洲美街196巷17號,鋁工業
9443448,文銓營造有限公司,,土木工程
1340147,中美嘉吉股份有限公司,台北市大安區信義路三段149號7樓,其他相關製造
73516660,呈易美學牙醫診所,台北市大安區復興南路一段135巷7號2樓,診所
73516700,臺北市私立小狀元托嬰中心,台北市南港區市民大道八段369號2樓之一,學前教育事業
73451639,君汰開發建設有限公司,台北市大安區瑞安街208巷36號1樓,建築工程
9900267,永固便利停車股份有限公司,"[內湖科技園區]                                                            
                                                        台北市內湖區陽光街321巷56號4樓之3",停車場
72465650,瑞格納有限公司,台北市松山區復興北路307號,飯店╱旅館
72454719,金莊科技股份有限公司,台北市內湖區南京東路六段346號2樓之1,通用機械設備製造修配
435619,台灣麒麟啤酒股份有限公司,台北市松山區南京東路三段248號4樓,食品什貨零售
73449210,夫妻韓式辣年糕,台北市中山區北安路621巷43號1樓,餐廳╱餐館
73080598,UFC GYM TAIWAN_優競健身事業股份有限公司,台北市大安區安和路一段27號B1,運動服務
73473280,錵鑶餐飲集團,台北市中山區長安東路二段40號1樓,餐廳╱餐館
73488118,寶康國際開發有限公司,台北市中山區中山北路三段58號8樓之6,藥品╱化妝品╱清潔用品批發
70450631,宇田國際室內裝修有限公司,台北市中山區民權東路三段21號7樓之4,建物裝修╱裝潢
68948388,博仁綜合醫院,台北市松山區光復北路66號,醫院
72557511,獨特牛排館_文慶小吃店,台北市文山區景美街92號,餐廳╱餐館
71703771,HARPER_哈珀國際有限公司,台北市南港區南港路三段50巷2號4樓,網路相關
54933709,春寧護理之家,台北市大同區長安西路35號3樓(3~8樓),護理之家／安養中心／長照
72471618,September Cafe,台北市大安區四維路14巷1號,餐廳╱餐館
9780357,湯姆熊育樂事業股份有限公司(湯姆熊歡樂世界),,休閒服務
73473037,台灣美創股份有限公司,台北市萬華區開封街二段46號3樓,國際貿易
51817590,長聖營造有限公司,台北市中正區新生南路一段148號5樓,土木工程
63010,鼎運旅行社有限公司,台北市中山區南京東路二段178號9樓,旅遊服務
69419858,鉅霖國際留學有限公司,台北市大安區忠孝東路四段169號8樓之1,工商顧問服務
69615088,香港商東友企業有限公司台灣分公司,台北市大同區承德路二段139巷15號1樓,廣告行銷公關
71699170,芝生食堂_台灣國際汎肯有限公司,台北市松山區民生東路四段80巷1弄1號,餐廳╱餐館
69360901,瀚臻國際有限公司,台北市士林區德行東路365巷5號,專門設計相關
68778110,源榮生物科技股份有限公司,台北市中山區松江路148號5樓,生化科技研發
9997842,瀚思股份有限公司附設台北市私立瀚思語文短期補習班,台北市大安區新生南路二段56號1樓,補習班
71710580,森豪蔬果行,台北市中山區遼寧街257號,農╱畜╱水產品零售
2765027,西法室內裝修企業有限公司,台北市大安區仁愛路三段123巷7號1樓,金屬家具╱家飾╱裝設品製造╱加工
71532778,大杰環境科技股份有限公司,台北市大同區民族西路245號,檢測技術服務
51729447,儀美科技有限公司,台北市大安區通安街80號,電腦╱週邊設備製造
73082227,MQueen膜法女王  MQG,台北市士林區基河路10號10樓,電信相關
72422848,極印3D列印暨設計研究中心 墨設計事務所 極印快速製造所,台北市中山區中山北路三段40號 極印3D列印暨設計研究中心  (綜合大樓二樓),塑膠製品製造
69357358,艾賜魔袋臺灣有限公司,台北市內湖區文湖街60巷35號3樓,文教╱育樂用品零售
49834148,洪葉文化事業有限公司,台北市大安區辛亥路一段112號1樓,書籍出版
50500199,(采新整形美容中心)采新整形外科診所,台北市北投區明德路116號2樓交通便利,診所
48500037,社團法人台北市野鳥學會,台北市大安區復興南路二段160巷3號1樓,職業團體
33945420,蘭揚食品股份有限公司,台北市大同區民族西路203號,食品製造╱加工
69186859,繼陽生活事業股份有限公司,台北市大安區光復南路346巷46號1樓,美容╱美體相關
69398438,台北市私立黃正彥舞蹈短期補習班,台北市大安區和平東路一段6號10樓之1,補習班
73131420,耀翔國際實業股份有限公司,,塑膠╱橡膠╱合成樹脂製造
73543127,衍鑫企業社,台北市中山區林森路289號11樓之5,首飾╱貴金屬零售業
72425458,臺北市私立夏莉絲托嬰中心,台北市大安區信義路二段44巷12號,學前教育事業
50641239,聯馥食品股份有限公司,台北市北投區中央北路四段515巷28號3樓(陽明峰匯大樓-往立功街巷子走),貿易代理商
50537860,日中有限公司,台北市南港區向陽路199巷8號1樓,金屬手工具製造
69435869,廣京營造有限公司,台北市大安區忠孝東路三段214號6樓,土木工程
73539838,創采整合行銷有限公司,台北市中山區民生東路三段25號3樓,廣告行銷公關
71058519,手機管家 Mobile Butler_聯通科技實業社,台北市大同區民族西路223之14號,其他電信╱通訊相關
71533081,香港商凱特美股份有限公司台灣分公司,台北市中山區民生東路二段174號11樓,自行車╱零件製造
